Group,RPN,YRR,PRR,WP,RWG,Round,RNO,Rest,Age,Gender,Ethinic,Edu,Marital,Depend,Income,RD,OT,SNWS,FBLTS,FBAT,RECR,UOR,NRE,WOR,OWU,PFOR,RPTF,CPR,NC,TASTES,FQS,HCS,AMBS,SERVICES,PRICES,LOCS,EOF,EOW,AVGSPEND,ALCN,FAVCUS,Restau,DistanceG,DistanceHM,Overall,FoodQual,Taste,Service,Location,Price,Ambiance,Variety,Healthy,Recfrd,Tip,Revisit
11,-1,0,3.2,97.3,3,2,228,2,25,2,1,7,2,5,3,3,3,1,2,2,1,2,2,2,32,144,2,1,1,5,5,3,1,5,5,3,3,3,2,1,4,2,5,5,5,2,2,3,4,4,4,3,2,2,3,1
11,-1,0,3.2,97.3,4,2,229,2,28,1,1,2,2,5,3,4,3,2,1,1,1,1,1,1,24,1180,1,1,1,5,5,2,4,4,3,2,2,2,2,1,4,2,5,5,3,4,3,4,5,3,3,2,2,4,3,4
11,-1,0,3.2,95,5,2,230,2,37,1,1,4,2,5,6,2,3,2,1,2,1,1,1,2,14,252,1,1,1,5,5,3,4,4,3,3,3,2,3,1,5,2,4,5,3,3,4,5,5,3,4,3,2,4,4,2
11,-1,0,3.5,90.3,6,2,231,1,36,2,1,7,2,5,5,3,3,3,2,1,1,1,1,2,42,2046,2,1,2,5,4,3,3,3,3,3,4,2,2,1,1,1,4,5,2,2,2,3,4,3,3,3,3,1,2,1
11,-1,0,3.5,77.2,7,2,232,1,42,1,1,7,2,7,4,1,2,6,6,8,1,2,1,2,64,128,1,1,2,4,4,2,3,4,2,3,3,2,2,1,5,1,4,4,2,2,2,2,3,2,2,2,2,2,2,3
11,-1,0,3.5,87.4,8,2,233,1,35,2,1,2,2,7,4,3,2,1,2,4,2,1,1,2,128,172,2,1,1,5,5,3,3,3,4,4,4,2,2,1,4,1,3,3,2,2,2,4,3,1,3,2,2,2,1,1
11,-1,0,3.5,87.4,9,2,234,1,42,1,1,3,2,6,6,1,4,1,1,7,1,2,1,1,128,1152,1,1,1,5,4,3,5,5,5,3,2,2,2,1,2,1,5,5,5,3,3,4,2,3,4,5,3,3,3,2
11,-1,0,3.5,94.4,10,2,235,1,39,2,1,7,2,6,6,4,3,2,5,3,1,2,2,2,128,132,1,1,1,4,3,3,5,5,5,4,2,3,1,1,2,1,5,5,5,4,4,4,2,3,2,3,3,3,3,3
0,0,0,0,0,1,2,236,2,44,2,1,7,1,3,2,3,4,3,1,1,1,1,1,1,44,672,1,1,1,5,5,4,4,4,4,3,3,1,2,2,2,2,3,3,5,4,4,2,5,2,2,4,2,2,1,1
0,0,0,0,0,2,2,237,2,39,1,1,2,3,3,4,3,4,4,1,1,1,1,1,2,76,1588,1,1,1,3,3,3,3,3,3,3,2,2,1,2,2,2,1,3,5,3,3,3,4,4,3,4,2,4,3,4
0,0,0,0,0,4,2,238,2,44,2,1,7,2,5,3,5,2,2,1,2,1,1,1,2,8,644,1,2,1,4,3,2,3,4,4,3,4,3,2,1,3,2,2,1,3,5,5,5,4,3,3,3,2,4,2,2
0,0,0,0,0,5,2,239,2,42,2,1,7,2,4,4,1,3,2,1,1,1,2,1,1,60,1204,1,1,1,5,5,2,5,5,4,3,4,3,2,2,2,2,1,1,2,2,2,1,4,3,2,2,2,1,2,1
0,0,0,0,0,6,2,240,2,20,2,9,7,1,4,1,1,3,2,1,2,1,1,1,2,32,1854,1,1,2,5,5,3,3,5,5,3,3,3,5,2,3,2,2,2,3,3,3,3,4,3,3,3,3,4,2,4
0,0,0,0,0,8,2,241,2,27,2,1,5,2,2,4,2,3,1,1,6,1,1,1,1,14,1184,1,1,1,3,3,3,3,4,4,3,3,2,2,2,4,2,2,3,5,3,3,2,4,4,3,2,3,2,2,3
0,0,0,0,0,9,2,242,2,29,2,5,3,2,2,1,3,4,1,1,1,2,1,1,2,12,316,1,1,1,5,5,4,4,5,5,3,4,2,2,2,4,2,3,3,3,3,4,4,4,3,4,4,2,4,1,4
0,0,0,0,0,10,2,243,2,22,2,1,2,2,2,2,3,4,1,1,4,1,1,1,2,12,948,1,1,1,5,4,4,3,5,4,2,3,2,1,1,4,2,4,2,3,4,4,5,5,4,4,4,3,4,4,5
0,0,0,0,0,11,2,244,2,23,1,1,2,2,2,2,3,4,6,6,8,1,1,1,1,72,1068,1,1,1,5,5,5,4,4,3,3,3,1,1,1,5,2,4,2,4,4,5,4,4,4,4,4,4,5,4,5
0,0,0,0,0,12,2,245,1,33,2,1,2,2,4,4,3,3,1,1,1,1,1,1,2,24,156,1,1,1,4,3,4,3,4,4,4,3,3,2,2,5,1,1,2,4,5,5,5,4,5,5,5,3,5,3,5
0,0,0,0,0,13,2,246,1,53,2,1,6,2,3,2,5,2,2,3,4,2,2,2,2,128,24,2,2,2,3,4,3,3,3,3,3,4,5,1,1,4,1,1,1,4,5,5,5,3,5,5,5,4,5,2,4
0,0,0,0,0,14,2,247,1,22,2,1,2,1,1,1,3,3,1,1,7,1,1,1,2,40,1828,1,1,1,5,4,3,4,5,5,3,3,1,2,1,1,1,2,3,2,3,3,1,2,2,3,2,3,3,1,2
0,0,0,0,0,15,2,248,1,34,1,1,7,2,4,4,3,3,4,2,2,1,1,1,1,40,1700,1,1,1,5,5,4,4,5,5,4,3,3,2,1,1,1,1,2,4,4,4,4,3,3,4,3,3,4,3,5
0,0,0,0,0,16,2,249,1,21,2,6,2,1,2,2,2,2,1,1,1,1,1,1,2,62,932,1,1,1,5,5,5,3,5,5,5,4,2,2,1,4,1,3,3,5,2,2,2,4,2,3,2,2,1,1,1
0,0,0,0,0,17,2,250,1,30,1,1,2,2,4,8,1,3,3,2,2,1,1,1,1,76,676,1,1,2,5,4,1,3,4,2,5,3,3,3,3,1,1,1,1,3,4,4,5,4,5,5,4,3,4,4,4
0,0,0,0,0,18,2,251,1,47,2,1,2,2,5,4,3,1,1,3,3,1,1,1,1,128,132,1,1,1,5,5,5,3,4,4,3,3,2,2,1,1,1,2,2,5,4,4,4,4,3,3,3,3,4,3,4
0,0,0,0,0,19,2,252,1,27,2,1,2,1,2,3,2,3,2,1,2,1,1,1,1,60,2044,1,1,1,4,4,5,3,3,2,3,2,2,2,1,5,1,2,1,5,3,3,3,3,2,3,2,2,4,3,2
0,0,0,0,0,20,2,253,1,29,2,1,2,2,4,3,3,3,1,2,2,1,1,1,2,8,1468,1,1,2,5,5,3,3,4,5,3,4,2,1,2,2,1,3,3,5,3,3,3,2,2,3,3,2,3,3,2
0,0,0,0,0,23,2,254,1,30,1,8,2,1,2,4,2,3,1,2,4,1,1,1,1,4,1980,1,1,1,5,5,4,4,3,4,4,2,2,3,1,1,1,3,1,5,3,3,3,4,4,4,4,3,4,3,4
0,0,0,0,0,24,2,255,1,23,1,1,1,1,0,3,3,2,2,1,1,1,1,2,1,4,224,1,1,1,5,5,3,4,3,3,3,3,1,3,3,5,1,2,1,2,2,2,4,2,3,3,3,2,2,3,1
0,0,0,0,0,25,2,256,1,49,1,1,7,2,5,5,3,2,2,3,1,1,1,1,1,40,560,2,1,2,5,5,2,3,4,4,5,4,3,2,1,4,1,3,3,5,4,4,4,3,3,2,4,3,4,3,3
0,0,0,0,0,26,2,257,1,41,2,1,2,2,5,4,1,4,1,5,3,1,1,2,2,40,12,1,1,2,4,4,2,4,5,5,4,3,3,1,2,4,1,2,2,3,4,4,5,3,3,3,4,2,4,3,3
0,0,0,0,0,27,2,258,1,27,2,1,2,1,2,2,2,4,1,1,1,1,1,1,1,12,956,1,1,1,5,3,3,3,2,4,5,3,2,2,1,1,1,3,1,2,2,1,1,2,3,4,4,2,1,1,1
0,0,0,0,0,29,2,259,2,40,2,5,6,2,3,2,4,4,2,4,6,1,1,1,1,60,2046,1,2,1,5,5,5,5,5,5,4,1,2,1,2,2,2,2,2,5,4,4,3,3,3,3,3,3,4,2,4
0,0,0,0,0,31,2,260,2,49,2,1,7,2,6,7,4,4,4,1,7,1,1,1,2,30,1264,1,1,2,3,3,2,3,4,3,4,3,3,2,3,1,2,5,5,2,2,2,2,3,2,2,2,2,2,2,2
0,0,0,0,0,32,2,261,2,34,2,5,3,2,3,4,3,4,2,3,2,1,1,1,1,8,814,1,1,2,5,5,4,4,4,3,3,4,3,2,2,3,2,2,3,4,5,5,5,5,4,4,5,3,5,3,5
0,0,0,0,0,33,2,262,2,40,1,5,3,2,3,3,2,4,2,4,2,1,1,1,1,12,164,1,1,1,3,4,3,3,4,4,2,4,3,2,2,3,2,2,3,3,4,5,4,4,4,4,4,3,5,2,4
0,0,0,0,0,34,2,263,2,30,1,9,3,1,1,3,3,3,2,1,2,1,1,1,1,12,1188,1,1,2,4,5,3,3,4,4,3,2,1,2,2,5,2,3,3,5,3,3,3,4,3,2,3,2,3,1,3
0,0,0,0,0,35,2,264,2,26,1,9,3,1,1,3,3,4,2,1,1,1,2,1,2,12,1716,1,1,1,5,5,3,3,4,2,3,2,1,2,2,4,2,4,4,5,3,4,4,4,3,3,3,2,4,1,3
0,0,0,0,0,36,2,265,2,54,2,1,1,2,2,9,1,1,1,5,4,1,1,1,1,128,2044,1,1,1,5,5,4,4,4,3,2,2,2,3,3,2,2,2,2,5,3,3,3,4,3,2,3,1,4,3,4
0,0,0,0,0,37,2,266,2,35,2,1,4,1,5,3,2,2,2,4,2,1,1,1,1,76,672,1,1,1,5,5,5,4,4,4,4,2,2,2,2,5,2,3,2,3,3,3,5,5,4,4,5,2,4,4,4
0,0,0,0,0,38,2,267,1,24,1,9,3,1,1,2,3,4,3,1,2,1,1,1,2,4,764,1,1,1,5,5,3,5,5,3,4,3,1,2,2,4,1,3,2,2,1,2,3,1,4,2,2,2,1,1,1
0,0,0,0,0,39,2,268,1,43,2,1,7,2,5,3,3,1,1,2,1,1,1,1,1,104,568,1,1,1,5,5,3,5,5,5,4,4,1,2,3,4,1,1,1,4,5,5,5,3,2,5,3,2,5,4,5
0,0,0,0,0,40,2,269,1,45,1,1,7,2,5,3,3,1,1,5,1,2,2,2,2,128,24,2,2,2,5,5,1,1,3,3,4,4,2,2,3,1,1,2,1,3,3,3,5,3,3,5,4,2,4,4,5
0,0,0,0,0,41,2,270,1,67,1,1,7,3,1,2,3,3,6,6,8,1,1,1,2,128,8,1,1,1,4,5,4,4,4,4,3,3,3,2,1,1,1,2,1,3,5,3,5,4,2,5,2,3,4,2,4
0,0,0,0,0,42,2,271,2,43,2,1,7,3,5,3,3,1,2,3,3,1,2,2,2,128,1156,1,1,1,4,5,3,2,4,3,2,3,3,2,1,4,2,3,3,3,4,4,4,3,4,4,3,1,4,3,4
0,0,0,0,0,43,2,272,1,37,2,2,1,2,4,2,3,4,2,1,5,1,1,1,1,36,1524,1,1,1,5,5,4,5,5,4,5,3,3,3,1,3,1,2,2,3,4,4,5,2,3,3,3,2,4,2,4
