Group,RPN,YRR,PRR,WP,RWG,Round,RNO,Rest,Age,Gender,Ethinic,Edu,Marital,Depend,Income,RD,OT,SNWS,FBLTS,FBAT,RECR,UOR,NRE,WOR,OWU,PFOR,RPTF,CPR,NC,TASTES,FQS,HCS,AMBS,SERVICES,PRICES,LOCS,EOF,EOW,AVGSPEND,ALCN,FAVCUS,Restau,DistanceG,DistanceHM,Overall,FoodQual,Taste,Service,Location,Price,Ambiance,Variety,Healthy,Recfrd,Tip,Revisit
0,0,0,0,0,14,1,111,2,22,2,1,2,1,1,1,3,3,1,1,7,1,1,1,2,40,1828,1,1,1,5,4,3,4,5,5,3,3,1,2,1,1,2,2,2,4,5,5,4,3,4,5,3,2,4,2,4
0,0,0,0,0,15,1,112,2,34,1,1,7,2,4,4,3,3,4,2,2,1,1,1,1,40,1700,1,1,1,5,5,4,4,5,5,4,3,3,2,1,1,2,2,2,5,3,3,4,4,3,2,2,2,4,3,3
0,0,0,0,0,16,1,113,2,21,2,6,2,1,2,2,2,2,1,1,1,1,1,1,2,62,932,1,1,1,5,5,5,3,5,5,5,4,2,2,1,4,2,2,3,2,3,4,1,4,3,2,2,2,2,1,1
0,0,0,0,0,17,1,114,2,30,1,1,2,2,4,8,1,3,3,2,2,1,1,1,1,76,676,1,1,2,5,4,1,3,4,2,5,3,3,3,3,1,2,1,1,4,4,5,5,5,5,5,3,2,5,4,5
0,0,0,0,0,18,1,115,2,47,2,1,2,2,5,4,3,1,1,3,3,1,1,1,1,128,132,1,1,1,5,5,5,3,4,4,3,3,2,2,1,1,2,2,2,3,4,3,4,4,4,3,3,3,3,2,4
0,0,0,0,0,19,1,116,2,27,2,1,2,1,2,3,2,3,2,1,2,1,1,1,1,60,2044,1,1,1,4,4,5,3,3,2,3,2,2,2,1,5,2,2,1,2,2,2,3,4,4,2,3,2,2,3,2
0,0,0,0,0,20,1,117,2,29,2,1,2,2,4,3,3,3,1,2,2,1,1,1,2,8,1468,1,1,2,5,5,3,3,4,5,3,4,2,1,2,2,2,3,3,5,3,4,3,3,4,3,4,2,3,3,2
0,0,0,0,0,23,1,118,2,30,1,8,2,1,2,4,2,3,1,2,4,1,1,1,1,4,1980,1,1,1,5,5,4,4,3,4,4,2,2,3,1,1,2,2,1,5,3,3,4,3,3,2,3,2,3,3,3
0,0,0,0,0,24,1,119,2,23,1,1,1,1,0,3,3,2,2,1,1,1,1,2,1,4,224,1,1,1,5,5,3,4,3,3,3,3,1,3,3,5,2,2,1,1,1,1,1,3,5,2,3,2,2,3,2
0,0,0,0,0,25,1,120,2,49,1,1,7,2,5,5,3,2,2,3,1,1,1,1,1,40,560,2,1,2,5,5,2,3,4,4,5,4,3,2,1,4,2,3,3,5,3,3,4,5,3,2,3,2,2,3,2
0,0,0,0,0,26,1,121,2,41,2,1,2,2,5,4,1,4,1,5,3,1,1,2,2,40,12,1,1,2,4,4,2,4,5,5,4,3,3,1,2,4,2,2,3,3,4,4,4,4,3,3,3,2,4,3,3
0,0,0,0,0,27,1,122,2,27,2,1,2,1,2,2,2,4,1,1,1,1,1,1,1,12,956,1,1,1,5,3,3,3,2,4,5,3,2,2,1,1,1,3,2,4,4,4,5,4,5,4,5,3,5,4,5
0,0,0,0,0,29,1,123,1,40,2,5,6,2,3,2,4,4,2,4,6,1,1,1,1,60,2046,1,2,1,5,5,5,5,5,5,4,1,2,1,2,2,1,2,2,5,4,3,4,2,4,3,3,2,4,1,2
0,0,0,0,0,31,1,124,1,49,2,1,7,2,6,7,4,4,4,1,7,1,1,1,2,30,1264,1,1,2,3,3,2,3,4,3,4,3,3,2,3,1,1,3,5,5,3,3,2,2,3,3,3,3,3,2,3
0,0,0,0,0,32,1,125,1,34,2,5,3,2,3,4,3,4,2,3,2,1,1,1,1,8,814,1,1,2,5,5,4,4,4,3,3,4,3,2,2,3,1,2,3,4,5,4,5,5,3,4,3,3,4,2,4
0,0,0,0,0,33,1,126,1,40,1,5,3,2,3,3,2,4,2,4,2,1,1,1,1,12,164,1,1,1,3,4,3,3,4,4,2,4,3,2,2,3,1,2,3,3,4,4,4,3,3,5,4,3,4,2,3
0,0,0,0,0,34,1,127,1,30,1,9,3,1,1,3,3,3,2,1,2,1,1,1,1,12,1188,1,1,2,4,5,3,3,4,4,3,2,1,2,2,5,1,3,2,3,3,4,4,3,3,3,2,3,3,2,3
0,0,0,0,0,35,1,128,1,26,1,9,3,1,1,3,3,4,2,1,1,1,2,1,2,12,1716,1,1,1,5,5,3,3,4,2,3,2,1,2,2,4,1,1,2,2,1,1,4,1,3,3,1,2,1,2,1
0,0,0,0,0,36,1,129,1,54,2,1,1,2,2,9,1,1,1,5,4,1,1,1,1,128,2044,1,1,1,5,5,4,4,4,3,2,2,2,3,3,2,1,1,2,5,3,3,3,3,3,2,3,3,4,3,4
0,0,0,0,0,37,1,130,1,35,2,1,4,1,5,3,2,2,2,4,2,1,1,1,1,76,672,1,1,1,5,5,5,4,4,4,4,2,2,2,2,5,1,4,2,4,5,5,5,2,3,4,3,2,4,4,4
0,0,0,0,0,38,1,131,2,24,1,9,3,1,1,2,3,4,3,1,2,1,1,1,2,4,764,1,1,1,5,5,3,5,5,3,4,3,1,2,2,4,2,3,3,3,3,4,3,5,4,5,2,2,4,3,4
0,0,0,0,0,39,1,132,2,43,2,1,7,2,5,3,3,1,1,2,1,1,1,1,1,104,568,1,1,1,5,5,3,5,5,5,4,4,1,2,3,4,2,2,1,3,4,4,5,5,5,3,3,2,4,4,4
0,0,0,0,0,40,1,133,2,45,1,1,7,2,5,3,3,1,1,5,1,2,2,2,2,128,24,2,2,2,5,5,1,1,3,3,4,4,2,2,3,1,2,2,1,3,4,4,4,5,5,5,3,1,5,4,5
0,0,0,0,0,41,1,134,2,67,1,1,7,3,1,2,3,3,6,6,8,1,1,1,2,128,8,1,1,1,4,5,4,4,4,4,3,3,3,2,1,1,2,1,1,3,4,4,4,4,3,4,4,2,4,2,4
0,0,0,0,0,42,1,135,1,43,2,1,7,3,5,3,3,1,2,3,3,1,2,2,2,128,1156,1,1,1,4,5,3,2,4,3,2,3,3,2,1,4,1,3,3,3,3,3,4,4,3,3,4,1,3,3,2
0,0,0,0,0,43,1,136,2,37,2,2,1,2,4,2,3,4,2,1,5,1,1,1,1,36,1524,1,1,1,5,5,4,5,5,4,5,3,3,3,1,3,2,2,2,4,4,4,5,4,4,5,5,2,5,2,5
2,-1,0,4.1,56.6,1,2,137,1,25,2,1,2,1,1,2,1,4,3,1,3,1,1,1,2,12,300,1,1,1,5,5,4,3,5,4,3,4,2,2,2,2,1,3,2,5,3,3,3,3,3,2,3,2,3,3,3
2,-1,0,4.1,76.4,2,2,138,1,30,2,1,3,1,1,2,1,1,3,5,2,1,1,1,2,8,140,1,1,1,4,4,5,5,4,4,4,2,2,2,3,2,1,4,2,3,4,4,4,2,3,3,4,2,4,3,4
2,-1,0,4.1,62.7,3,2,139,1,34,2,6,2,2,3,5,3,4,2,1,1,1,1,1,1,128,652,1,1,2,5,4,1,4,5,4,4,3,3,5,3,4,1,2,3,2,3,3,1,3,3,3,3,3,2,1,1
2,-1,0,4.1,64.1,4,2,140,1,46,2,6,3,2,4,5,3,4,3,1,2,1,1,1,1,30,1212,1,1,1,5,5,4,4,5,4,3,4,2,2,2,1,1,3,2,2,2,2,2,2,2,4,3,2,2,2,1
2,-1,0,4.1,75.7,5,2,141,1,43,2,6,1,2,2,3,3,4,2,1,5,1,1,1,2,76,1708,1,1,1,4,4,3,4,5,4,5,4,2,2,3,2,1,4,2,2,2,2,2,2,2,2,2,2,2,1,1
2,-1,0,3.4,55.2,6,2,142,2,36,2,1,2,3,3,4,5,2,2,2,2,1,2,1,2,128,1696,2,1,1,4,4,4,4,4,4,3,3,2,2,2,4,2,3,5,4,5,5,5,5,4,5,4,2,5,3,4
2,-1,0,3.4,64.7,7,2,143,2,25,1,1,2,1,1,1,2,4,4,1,4,1,1,1,1,72,572,1,1,1,5,4,3,3,5,5,3,3,1,2,3,2,2,3,5,5,3,3,2,3,3,2,3,2,3,2,3
2,-1,0,3.4,112.5,8,2,144,2,39,1,1,3,2,6,7,1,4,4,1,2,1,1,1,2,128,540,1,1,2,5,5,4,5,5,4,3,3,2,2,3,1,2,3,5,5,3,3,3,5,3,3,3,3,3,3,3
2,-1,0,3.4,97.5,9,2,145,2,26,2,1,3,2,2,4,2,3,4,1,2,1,1,1,2,76,1708,1,1,1,5,5,4,3,4,4,5,4,2,3,1,2,2,1,1,5,4,4,3,5,4,5,5,2,4,3,4
2,-1,0,3.4,74.9,10,2,146,2,21,1,1,7,1,4,3,2,4,2,1,1,1,1,1,2,10,1982,1,1,1,4,4,3,3,4,3,2,3,1,2,3,2,2,4,5,5,4,4,4,4,3,2,3,3,3,2,3
3,1,0,3.8,109,1,2,147,2,39,1,1,7,2,4,9,3,3,2,3,4,1,1,1,1,12,2046,1,1,1,5,5,3,4,5,3,3,2,2,3,3,4,2,1,2,3,4,4,4,4,3,3,3,2,4,3,4
3,1,0,3.8,44.5,2,2,148,2,42,1,1,7,2,5,5,3,3,2,1,1,1,1,1,2,10,180,1,1,2,4,4,1,3,4,4,2,3,1,3,2,1,2,4,3,3,4,4,4,3,3,3,3,2,4,3,4
3,1,0,3.8,78.3,3,2,149,2,45,1,1,3,2,5,5,3,4,4,3,1,1,2,2,2,128,1024,1,1,1,4,4,4,4,5,4,3,4,2,3,3,5,2,1,2,5,4,3,3,4,3,2,2,2,2,2,2
3,1,0,3.8,98.3,4,2,150,2,39,2,1,3,2,4,9,3,1,6,6,8,1,1,1,1,44,1980,1,1,1,5,5,5,5,5,3,3,3,3,2,3,3,2,1,2,3,4,4,5,5,3,3,4,2,4,3,4
3,1,0,3.8,61.4,5,2,151,2,53,1,1,7,2,5,5,3,3,2,4,4,1,1,1,2,128,668,1,1,2,3,5,3,4,5,3,4,3,2,4,2,2,2,1,1,3,4,4,4,3,3,3,4,3,4,3,4
3,1,0,3.1,102.5,6,2,152,1,39,1,1,2,2,4,8,3,2,1,3,2,1,1,1,2,10,1084,1,1,2,5,3,2,2,3,2,3,4,2,2,3,2,1,2,1,3,4,4,4,2,3,2,3,2,4,3,4
3,1,0,3.1,68,7,2,153,1,41,1,1,7,2,5,5,4,1,2,3,2,1,2,1,2,128,164,1,1,2,5,5,3,4,4,5,3,4,3,2,1,2,1,3,4,5,3,3,3,4,3,3,3,2,3,2,3
3,1,0,3.1,88,8,2,154,1,38,1,1,7,2,3,3,3,2,1,5,1,1,2,1,2,128,512,1,1,2,5,5,2,4,4,4,3,4,3,2,3,3,1,4,5,2,2,2,2,2,3,3,3,2,2,3,2
3,1,0,3.1,63.5,9,2,155,1,43,1,1,7,2,5,9,3,2,3,5,2,1,2,1,2,44,188,1,1,2,5,4,2,4,4,3,4,1,3,1,2,4,1,2,2,3,3,3,4,3,2,3,3,3,4,3,4
3,1,0,3.1,105.6,10,2,156,1,39,1,7,7,2,5,5,3,4,2,1,3,1,2,1,2,36,172,1,1,2,5,5,3,4,5,2,3,3,3,5,4,4,1,3,3,5,3,3,2,3,3,3,3,2,3,2,3
4,-1,0,4.6,166.6,1,2,157,2,64,2,1,7,2,2,3,3,2,2,5,2,1,2,1,2,16,236,1,1,1,5,5,3,4,5,3,2,2,2,2,3,3,2,4,5,3,4,4,4,4,3,3,4,3,4,2,3
4,-1,0,4.6,157.4,2,2,158,2,70,1,1,3,2,2,3,3,1,6,6,8,1,1,1,2,88,1788,2,1,1,5,5,4,3,3,4,3,2,2,2,2,1,2,3,3,3,3,3,2,4,2,3,4,2,4,3,4
4,-1,0,4.6,175.8,3,2,159,2,68,2,1,3,2,2,4,4,2,1,3,3,1,2,1,1,128,1184,1,1,1,4,4,4,3,4,5,4,3,1,1,1,4,2,3,3,3,5,5,5,5,4,3,4,3,5,3,5
4,-1,0,4.6,131.6,4,2,160,2,79,1,1,1,3,2,3,3,1,5,6,8,1,2,2,2,128,80,2,1,1,5,5,5,4,5,4,4,3,1,3,2,1,2,2,3,5,4,4,3,5,2,3,3,3,2,2,1
4,-1,0,4.6,140.35,5,2,161,2,79,2,1,7,3,2,3,3,2,5,6,8,1,2,1,2,128,56,1,1,1,5,5,4,4,5,5,5,3,1,3,2,1,2,2,3,5,3,3,2,5,3,2,3,3,2,2,1
4,-1,0,4.375,148.875,6,2,162,1,61,2,1,7,2,2,2,3,2,2,2,5,1,1,1,1,4,956,1,1,1,5,5,4,5,5,5,3,3,1,2,2,1,1,3,4,4,5,5,5,2,5,4,5,4,5,3,5
4,-1,0,4.375,148.425,7,2,163,1,66,1,1,7,2,2,2,3,2,5,6,8,1,1,1,1,128,112,1,1,2,4,4,3,4,4,4,3,3,2,2,3,1,1,3,4,4,5,4,5,2,4,5,4,4,5,3,5
4,-1,0,4.375,126.1,8,2,164,1,62,1,1,2,2,2,3,1,2,1,1,3,1,1,1,2,18,252,1,1,1,4,4,3,4,4,4,3,3,2,3,2,1,1,3,3,4,4,4,5,4,4,5,5,3,5,3,5
4,-1,0,4.375,166.825,9,2,165,1,69,1,1,2,2,2,3,3,1,1,2,2,1,1,1,2,128,1788,1,1,2,5,5,2,4,5,4,4,2,1,3,2,1,1,3,4,3,5,5,5,4,5,5,5,5,5,3,5
4,-1,0,4.6,148.2,10,2,166,2,64,1,1,7,2,2,2,3,2,3,1,5,1,2,1,2,32,1092,1,1,2,5,5,1,4,5,3,3,3,1,2,2,1,2,5,5,3,4,4,4,5,4,3,4,3,4,2,3
5,1,0,4.5,78.9,1,2,167,2,39,1,1,2,3,1,6,1,2,1,1,2,1,1,1,1,46,148,1,1,1,5,5,5,4,4,2,2,2,1,3,2,1,2,1,2,3,3,3,5,4,5,3,3,2,4,4,4
5,1,0,4.5,65.4,2,2,168,2,29,2,1,7,2,2,6,3,2,3,1,1,1,1,1,1,44,1568,1,1,1,5,5,4,4,5,3,3,2,2,3,3,4,2,1,2,3,4,4,5,4,4,4,3,2,4,4,5
5,1,0,4.5,62.2,3,2,169,2,25,1,1,2,1,1,2,3,2,2,1,2,1,1,1,2,32,1552,1,1,1,5,4,4,2,4,3,3,4,1,2,2,4,2,1,2,5,3,3,3,5,3,3,3,2,3,3,3
5,1,0,4.5,73.1,4,2,170,2,34,1,1,2,2,2,4,3,3,1,1,2,1,1,1,1,28,1212,1,1,1,5,4,4,4,5,4,3,4,2,1,1,4,2,2,3,5,3,3,4,4,3,3,3,3,3,3,3
5,1,0,4.5,102,5,2,171,2,31,2,1,2,2,4,4,3,2,1,1,1,1,1,1,1,128,44,1,1,1,5,5,5,4,3,4,4,3,2,2,2,4,2,2,1,5,2,3,3,4,4,3,2,1,2,3,3
5,1,0,3.2,77,6,2,172,1,42,2,8,2,2,5,9,2,1,2,2,2,1,1,1,2,58,1268,1,1,2,5,5,4,4,4,3,3,2,2,2,3,2,1,4,4,5,3,3,4,5,2,3,3,2,4,2,2
5,1,0,3.2,90.5,7,2,173,1,31,2,1,3,2,5,6,2,2,2,1,2,1,1,1,1,128,1980,1,1,1,5,5,4,2,4,3,5,3,3,1,1,1,1,2,3,5,2,2,2,3,3,3,3,2,2,2,2
5,1,0,3.2,101.4,8,2,174,1,46,1,1,7,3,2,3,3,1,2,1,1,1,2,1,2,128,1568,1,1,1,5,5,5,4,5,4,3,4,2,2,3,5,1,2,1,5,4,4,3,4,4,3,4,4,4,2,4
5,1,0,3.2,91.1,9,2,175,1,42,2,1,2,3,1,3,3,3,2,1,3,1,2,2,2,128,1696,1,1,1,5,5,5,4,5,4,3,4,2,2,2,4,1,1,1,2,3,3,3,3,2,3,3,2,3,3,4
5,1,0,3.2,64.2,10,2,176,1,32,1,1,2,2,2,6,1,3,6,6,8,1,1,1,1,124,1724,1,1,1,4,4,3,5,5,3,3,1,2,3,3,4,1,1,2,5,4,4,5,3,3,2,3,2,3,4,3
6,1,0,4.1,87.4,1,2,177,2,61,2,1,7,2,2,8,3,2,1,1,5,1,1,1,2,8,46,1,1,1,5,5,5,4,4,4,4,2,2,1,1,4,2,1,1,2,2,2,3,5,4,4,2,2,1,3,1
6,1,0,4.1,79.2,2,2,178,2,34,2,1,3,2,3,5,3,2,2,2,2,1,1,1,2,8,140,2,1,1,5,5,3,4,4,3,3,3,3,2,2,2,2,1,2,5,2,2,3,4,3,4,3,2,2,3,2
6,1,0,4.1,38.5,3,2,179,2,33,1,1,2,2,4,8,1,2,3,1,1,1,1,1,2,10,164,1,1,1,5,3,3,4,3,3,3,3,3,1,1,2,2,2,3,3,3,3,4,5,5,4,4,2,4,3,4
6,1,0,4.1,85.5,4,2,180,2,34,2,1,3,1,2,7,3,3,2,1,1,1,1,1,2,22,1724,1,1,2,4,4,3,4,5,4,4,3,2,2,2,2,2,1,3,5,4,4,4,4,3,2,3,2,4,3,5
6,1,0,4.1,63.1,5,2,181,2,36,1,6,3,3,2,7,1,3,5,6,8,1,1,1,1,62,1708,1,1,1,5,4,3,4,5,2,2,2,2,2,2,2,2,2,3,5,3,3,2,4,3,3,3,2,4,3,4
6,1,0,3,54.9,6,2,182,1,37,2,1,3,2,4,5,3,2,1,1,4,1,1,1,1,4,128,1,1,1,5,5,3,5,5,3,4,4,2,2,4,1,1,1,1,2,3,3,2,4,3,4,4,3,2,3,2
6,1,0,3,66.1,8,2,183,1,41,1,1,2,1,1,6,3,2,1,2,1,1,1,1,1,24,180,1,1,1,4,4,4,4,4,3,3,1,1,2,2,2,1,1,2,2,3,3,1,3,3,3,3,3,3,1,3
6,1,0,3,40.7,9,2,184,1,38,1,7,2,2,4,9,3,3,1,1,2,1,1,1,1,8,1788,1,1,1,5,5,5,5,5,3,3,4,5,4,1,4,1,2,2,4,5,5,4,2,4,4,3,3,5,2,5
6,1,0,3,29.5,10,2,185,1,30,2,1,2,2,4,8,2,4,4,1,2,1,1,2,1,44,1980,1,1,1,5,5,4,4,4,4,3,3,3,2,1,4,1,1,1,3,4,4,4,2,4,5,4,3,4,4,5
7,-1,0,2,85.2,1,2,186,2,24,1,5,4,2,2,1,3,4,2,1,1,2,1,1,1,8,192,2,1,2,4,4,2,2,3,5,4,3,2,2,1,3,2,3,3,5,2,2,3,3,3,3,2,2,2,2,1
7,-1,0,2,33,2,2,187,2,23,1,5,3,1,1,5,1,4,4,1,3,1,1,1,1,14,244,1,1,2,5,5,5,5,5,4,3,1,1,2,1,2,2,3,3,2,2,2,3,3,3,2,2,2,3,2,2
7,-1,0,2,41,3,2,188,2,24,2,5,3,1,1,2,1,3,3,3,2,1,1,1,2,4,32,2,1,2,5,4,2,3,4,3,3,2,2,3,2,1,2,4,3,3,4,4,4,5,5,4,3,3,4,4,2
7,-1,0,2,41,4,2,189,2,28,2,5,7,2,2,1,3,4,4,2,4,1,1,1,1,8,2016,1,1,2,5,3,5,4,4,5,4,3,2,2,3,5,2,3,3,5,3,3,3,4,3,4,2,2,4,2,2
7,-1,0,2,39,5,2,190,2,28,1,5,4,1,0,1,2,4,3,1,2,2,2,1,2,128,822,2,1,2,4,5,3,4,3,5,2,4,1,2,1,3,2,3,3,5,3,2,4,4,3,3,2,2,3,2,3
7,-1,0,3.8,69.6,6,2,191,1,26,1,5,3,1,0,3,3,4,1,2,2,1,1,1,2,44,676,1,1,2,5,5,2,3,3,3,3,2,1,1,1,2,1,4,3,5,3,2,4,3,3,2,2,2,3,2,1
7,-1,0,3.8,40.6,7,2,192,1,24,1,5,3,1,1,1,3,4,3,1,7,1,1,1,1,12,1686,1,1,1,4,5,3,4,4,4,4,4,1,2,1,3,1,3,2,5,3,3,3,3,3,2,2,3,3,2,2
7,-1,0,3.8,55.8,8,2,193,1,23,1,5,2,1,1,2,2,3,4,1,4,1,1,1,2,4,1188,2,1,2,5,5,1,3,5,5,2,3,2,2,1,4,1,3,3,3,5,5,4,3,3,3,2,2,4,3,3
7,-1,0,3.8,53.8,9,2,194,1,21,2,1,2,1,1,2,3,3,2,1,4,1,1,1,2,8,4,2,1,1,3,4,5,2,4,4,2,3,2,2,2,2,1,4,4,3,5,5,4,2,3,2,3,4,3,3,4
7,-1,0,3.8,44.2,10,2,195,1,24,2,8,7,1,1,1,3,3,4,5,3,1,1,1,2,40,164,1,1,2,4,4,2,4,4,3,3,2,1,4,2,4,1,2,2,5,4,5,3,2,3,2,4,2,4,3,3
8,-1,0,2.8,74.2,1,2,196,2,54,1,1,2,2,2,9,4,4,1,5,1,1,1,1,2,128,164,2,1,1,5,4,3,5,5,2,2,2,2,3,3,4,2,2,2,5,3,3,3,4,3,3,3,1,4,3,4
8,-1,0,2.8,65,2,2,197,2,43,2,1,2,2,4,5,3,1,1,2,2,1,1,1,2,24,188,1,1,1,5,5,5,3,5,5,3,3,3,4,1,2,2,2,2,3,4,4,4,3,4,3,5,2,4,3,3
8,-1,0,2.8,57.6,3,2,198,2,44,1,1,2,2,4,5,3,2,2,5,1,1,1,1,1,8,164,1,1,2,4,4,3,4,4,4,3,4,2,2,2,1,2,1,2,5,3,3,2,4,2,2,3,2,3,3,2
8,-1,0,2.8,60.3,4,2,199,2,41,2,1,2,2,5,5,3,2,2,5,6,1,1,1,2,8,944,2,1,1,5,3,3,5,4,5,4,4,3,2,2,1,2,1,1,3,4,4,4,4,3,3,3,2,2,3,3
8,-1,0,2.8,35.3,5,2,200,2,66,1,1,3,3,1,6,4,2,1,5,1,1,1,1,1,12,1200,1,1,1,5,5,3,4,4,3,2,2,2,3,2,4,2,1,2,5,3,3,4,4,3,4,3,2,2,3,2
8,-1,0,3.7,96.6,6,2,201,1,42,2,1,2,2,5,6,1,2,1,3,6,1,1,1,2,8,28,2,1,1,4,5,3,3,4,4,3,4,2,1,2,1,1,1,2,3,5,5,4,4,3,2,4,3,4,3,4
8,-1,0,3.7,103.1,7,2,202,1,47,1,1,3,2,5,6,3,3,3,3,3,1,1,1,1,44,60,1,1,1,4,4,4,4,4,4,3,3,2,3,3,1,1,1,2,3,4,5,3,3,3,3,3,2,4,3,4
8,-1,0,3.7,58.4,8,2,203,1,36,2,1,7,2,4,4,3,4,1,1,3,1,1,1,2,12,900,1,1,1,5,5,5,3,5,4,4,4,3,1,2,5,1,1,2,4,5,5,5,3,4,4,4,2,4,3,4
8,-1,0,3.7,43.6,9,2,204,1,37,1,1,7,2,4,4,1,1,5,6,8,1,2,1,2,128,1,1,1,2,5,5,4,4,4,4,3,4,3,2,3,1,1,1,2,5,3,2,3,3,2,2,3,2,3,2,2
8,-1,0,3.7,80.9,10,2,205,1,37,2,1,3,2,4,9,4,2,1,5,3,1,2,1,2,26,1676,1,1,1,5,5,5,5,4,3,3,2,3,3,2,5,1,1,2,2,3,3,1,3,3,2,4,3,3,1,3
9,1,0,3,74.625,1,2,206,1,29,1,1,3,2,2,3,3,2,1,3,1,2,1,1,2,64,692,2,2,1,5,5,4,4,5,5,5,2,2,3,1,5,2,2,2,3,5,5,5,5,5,2,5,3,5,4,5
9,1,0,3,80.625,2,2,207,1,28,2,1,3,2,2,3,3,1,2,5,6,1,1,1,2,72,820,1,1,1,3,4,3,4,4,4,5,4,2,3,2,2,1,2,2,3,4,3,3,3,3,2,3,2,4,3,4
9,1,0,3,49.875,3,2,208,1,40,2,1,7,3,1,5,3,2,4,2,3,1,1,1,2,46,452,1,1,1,5,5,4,3,5,4,3,3,1,2,1,4,1,3,3,2,2,2,3,3,2,2,2,1,2,2,2
9,1,0,3,52.875,4,2,209,1,53,2,7,2,3,5,3,2,2,3,2,5,1,1,1,1,4,1982,1,1,1,5,5,5,5,5,3,4,3,3,2,2,5,1,4,3,2,1,1,3,4,2,2,1,1,1,1,1
9,1,0,3,52.875,5,2,210,1,30,1,6,3,1,1,1,3,2,3,1,1,1,1,1,1,46,164,1,1,2,5,5,3,4,5,3,3,3,3,2,2,4,1,3,5,5,3,3,3,5,3,4,4,2,2,3,2
9,1,0,3.375,90.375,6,2,211,2,27,2,1,4,2,2,3,1,3,4,1,2,1,1,1,2,46,60,1,1,1,4,4,3,3,3,5,5,3,1,2,2,5,2,3,2,5,3,3,4,4,3,3,4,2,4,3,4
9,1,0,3.375,67.5,7,2,212,2,26,1,9,2,2,2,3,3,2,1,5,2,1,2,1,2,128,670,1,1,1,3,3,1,4,5,4,4,3,1,3,4,1,2,3,2,3,4,4,4,5,3,4,3,2,5,4,5
9,1,0,3.375,68.25,8,2,213,2,27,1,1,7,1,1,2,1,1,1,1,1,1,1,1,1,128,4,1,1,1,4,4,1,4,4,3,3,3,1,3,6,2,2,2,2,3,4,4,4,5,3,4,5,2,5,4,5
9,1,0,3.375,78.375,9,2,214,2,35,1,1,7,2,2,4,2,1,2,6,8,1,1,1,1,14,164,1,1,1,5,5,4,4,5,3,3,3,2,2,3,4,2,4,3,3,3,3,4,4,4,3,2,2,3,4,4
9,1,0,3.375,68.25,10,2,215,2,34,2,1,2,2,2,4,2,2,6,6,8,1,1,1,1,6,1980,1,1,1,5,5,5,4,5,4,4,3,2,2,3,4,2,4,3,3,3,3,4,4,4,4,2,1,4,3,4
10,1,0,4.2,117,1,2,216,2,25,2,5,4,2,2,2,3,4,4,2,1,1,1,1,1,12,1980,1,1,2,5,5,5,4,4,3,4,3,2,2,2,3,2,1,2,3,5,5,5,5,5,4,4,3,5,3,5
10,1,0,4.2,84.9,2,2,217,2,,1,5,4,2,2,4,2,2,3,5,1,1,1,1,1,60,652,1,1,1,4,4,3,3,3,4,3,2,2,2,1,3,2,2,2,3,4,3,2,3,3,3,2,3,4,3,4
10,1,0,4.2,84.9,3,2,218,2,,2,5,3,2,2,4,1,3,2,5,1,1,1,1,2,40,168,1,1,1,5,5,3,3,4,3,3,2,2,2,1,3,2,2,2,5,3,3,3,5,4,3,4,2,4,3,4
10,1,0,4.2,87.9,4,2,219,2,28,2,5,3,2,3,3,3,4,3,3,1,1,1,1,1,12,1982,1,1,2,5,3,3,3,4,4,3,3,1,2,1,3,2,1,4,5,3,4,2,4,3,3,2,2,4,3,5
10,1,0,4.2,108.2,5,2,220,2,33,1,5,4,2,3,3,3,4,3,5,2,1,1,1,2,128,548,1,1,1,4,3,4,2,4,4,2,4,2,3,1,3,2,1,3,3,4,5,2,5,3,3,3,2,5,3,5
10,1,0,2.3,60.8,6,2,221,1,30,1,5,4,2,2,1,3,3,2,4,2,1,1,1,2,128,1204,1,1,2,5,3,1,2,4,4,2,3,2,2,2,3,1,1,3,2,2,2,2,3,2,3,2,2,3,3,3
10,1,0,2.3,74.2,7,2,222,1,25,1,5,3,1,1,1,3,4,4,4,2,1,1,1,2,8,96,1,1,2,5,5,3,5,5,5,5,2,1,1,1,3,1,3,2,5,3,3,3,2,2,4,3,4,4,3,4
10,1,0,2.3,54.7,8,2,223,1,24,1,5,3,1,1,1,3,3,1,1,3,1,1,2,1,44,252,1,1,2,4,4,3,3,5,2,2,3,1,2,2,3,1,3,3,5,3,2,4,3,2,3,2,2,3,2,3
10,1,0,2.3,72.2,9,2,224,1,24,2,5,3,1,1,1,3,4,1,1,3,1,1,1,2,44,228,2,1,2,3,4,3,2,3,3,3,3,1,2,2,3,1,3,3,2,3,2,3,3,3,3,3,2,3,2,3
10,1,0,2.3,93.7,10,2,225,1,2,1,5,3,1,1,2,4,4,3,3,4,1,2,1,1,8,4,1,1,1,4,4,4,4,4,5,4,4,1,1,2,3,1,2,2,3,3,4,5,4,2,4,4,4,4,2,4
11,-1,0,3.2,96.7,1,2,226,2,29,1,1,3,2,5,3,3,2,5,6,8,1,1,1,2,8,1726,1,1,1,5,4,3,3,5,4,4,3,2,2,1,1,2,5,5,5,3,3,3,4,4,2,3,2,3,3,3
11,-1,0,3.2,97.3,2,2,227,2,26,2,1,7,2,5,3,3,2,3,1,2,1,1,1,2,8,2044,1,1,1,5,5,4,3,3,5,4,3,2,2,1,2,2,5,5,5,2,2,3,4,3,3,3,3,2,3,2
