Wpeer
56.6
76.4
62.7
64.1
75.7
55.2
64.7
112.5
97.5
74.9
109
44.5
78.3
98.3
61.4
102.5
68
88
63.5
105.6
166.6
157.4
175.8
131.6
140.35
148.875
148.425
126.1
166.825
148.2
78.9
65.4
62.2
73.1
102
77
90.5
101.4
91.1
64.2
87.4
79.2
38.5
85.5
63.1
54.9
66.1
40.7
29.5
85.2
33
41
41
39
69.6
40.6
55.8
53.8
44.2
74.2
65
57.6
60.3
35.3
96.6
103.1
58.4
43.6
80.9
74.625
80.625
49.875
52.875
52.875
90.375
67.5
68.25
78.375
68.25
117
84.9
84.9
87.9
108.2
60.8
74.2
54.7
72.2
93.7
96.7
97.3
97.3
97.3
95
90.3
77.2
87.4
87.4
94.4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
